# Overall Packet Count: 7232
# Overall Total Bytes: 1535008
# Overall Average Packet Size (Bytes): 212.25
# Overall Capture Duration (Seconds): 2980.000
# Overall Average Rate (Mbps): 0.004

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.2,3200,712026,20,0.2848104,1.803448
172.30.0.11,192.168.254.2,2224,569086,298,0.015277476510067113,0.69728
172.30.0.12,192.168.254.2,284,99222,8,0.099222,0.335264
10.1.2.2,10.1.2.3,638,77443,151,0.0041029403973509935,0.018464
172.30.0.1,172.30.0.11,218,19483,64,0.002435375,0.01384
172.30.0.12,64.233.176.109,60,15686,3,0.041829333333333336,0.075792
172.30.0.1,172.30.0.12,136,13169,24,0.004389666666666667,0.027072
10.1.2.3,10.1.2.4,110,4840,72,0.0005377777777777778,0.000704
10.1.2.2,10.1.2.4,66,2904,49,0.00047412244897959184,0.001056
104.26.12.205,172.30.0.12,18,2316,1,0.018528,0.018528
172.30.0.12,34.117.59.81,16,2067,1,0.016536,0.016536
10.10.10.2,10.10.10.4,30,1320,15,0.000704,0.000704
10.10.10.2,10.10.10.3,29,1276,15,0.0006805333333333334,0.000704
172.30.0.11,204.2.134.172,12,1092,4,0.002184,0.002912
172.30.0.1,172.30.0.13,15,870,9,0.0007733333333333333,0.000928
172.30.0.1,172.30.0.14,14,812,8,0.000812,0.000928
fe80::942d:1fff:fe22:6cd8,ff02::2,8,568,4,0.001136,0.001136
fe80::78e6:5cff:fe29:cbcb,ff02::2,8,568,4,0.001136,0.001136
fe80::4c8:9aff:fe5a:1328,ff02::2,8,568,4,0.001136,0.001136
fe80::f48c:a8ff:fef0:f4dc,ff02::2,8,568,4,0.001136,0.001136
fe80::1270:fdff:fe57:e2c,ff02::2,8,568,4,0.001136,0.001136
172.30.0.1,172.30.0.15,8,464,6,0.0006186666666666667,0.000928
fe80::1486:ff:fe96:59b4,ff02::2,6,426,3,0.001136,0.001136
fe80::68d8:43ff:feab:3864,ff02::2,6,426,3,0.001136,0.001136
fe80::f44b:ebff:feb4:2e2f,ff02::2,6,426,3,0.001136,0.001136
fe80::c875:eff:fe28:54df,ff02::2,6,426,3,0.001136,0.001136
fe80::c096:dcff:fef6:b4a4,ff02::2,6,426,3,0.001136,0.001136
fe80::8cd9:bbff:fed1:2055,ff02::2,6,426,3,0.001136,0.001136
fe80::84df:23ff:fe0d:e95d,ff02::2,6,426,3,0.001136,0.001136
fe80::1003:8aff:fe14:42f6,ff02::2,6,426,3,0.001136,0.001136
fe80::6c2a:62ff:fe07:2f07,ff02::2,6,426,3,0.001136,0.001136
fe80::68bf:47ff:fe93:84f3,ff02::2,6,426,3,0.001136,0.001136
fe80::6838:abff:fe02:4f40,ff02::2,6,426,3,0.001136,0.001136
fe80::50be:8fff:fe8f:85ab,ff02::2,6,426,3,0.001136,0.001136
fe80::503c:e2ff:fe92:130f,ff02::2,6,426,3,0.001136,0.001136
fe80::5029:dcff:fee4:ad29,ff02::2,6,426,3,0.001136,0.001136
fe80::1270:fdff:fe57:dd8,ff02::2,6,426,3,0.001136,0.001136
fe80::400c:2bff:fe66:79ce,ff02::2,6,426,3,0.001136,0.001136
fe80::c003:2eff:febf:db75,ff02::2,5,354,3,0.000944,0.001136
fe80::e09f:7fff:fe00:8cfd,ff02::2,5,354,3,0.000944,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,4,284,2,0.001136,0.001136
fe80::5038:85ff:fe96:71d6,ff02::2,2,142,1,0.001136,0.001136
fe80::dc87:c1ff:fe65:2c50,ff02::2,2,142,1,0.001136,0.001136
