Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,501.0,146.89188958801205,168.81215270868736,95
discern-file-so,640.0,50.78381520797664,72.31829393216005,123
discern-proc-so,638.0,10.773927152615027,31.545573170320093,121
dockerd,616.0,10.347741695203146,32.367773852866044,117
discern-network,578.0,3.4190345464297107,5.552302405778913,109
pip,17.0,81.6868985955058,85.71552695418275,3
pip3,15.0,43.40302566524074,61.73661466367344,3
cc1,6.0,71.22585965036191,71.22585965036191,1
apt-get,31.0,13.689188454572747,36.329390321107574,6
dpkg,27.0,14.833290251001928,27.154994720956566,5
exe,12.0,32.887477395367064,45.88271318534961,2
dpkg-deb,5.0,58.251405275256126,58.251405275256126,1
apt,16.0,6.340318119088333,11.983222981654345,3
http,10.0,9.664546387480609,11.045763667552304,2
jbd2/vda2-8,44.0,2.023501856170619,2.8789182439278345,10
kworker/u8,11.0,3.511993909242105,4.408766535702697,2
mandb,6.0,5.276355547655763,5.276355547655763,1
systemd,14.0,1.3795494990222679,2.0519118059546204,4
docker,6.0,2.220709151911386,2.220709151911386,1
