IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.15,172.30.0.15,123,41179,8,0.041179,0.138896
192.168.254.2,192.168.254.2,115,30612,6,0.040816,0.079168
172.30.0.1,172.30.0.1,19,2099,5,0.0033584,0.005248
fe80::1c5a:73ff:fe2a:8643,fe80::1c5a:73ff:fe2a:8643,2,142,1,0.001136,0.001136
fe80::504d:c3ff:fe2d:d158,fe80::504d:c3ff:fe2d:d158,2,142,1,0.001136,0.001136
fe80::8cdc:41ff:fe9e:6fb0,fe80::8cdc:41ff:fe9e:6fb0,2,142,1,0.001136,0.001136
fe80::9c09:e6ff:fe4d:7f5c,fe80::9c09:e6ff:fe4d:7f5c,2,142,1,0.001136,0.001136
fe80::c06b:e3ff:feb5:5dc3,fe80::c06b:e3ff:feb5:5dc3,2,142,1,0.001136,0.001136
fe80::c21:23ff:fede:fafc,fe80::c21:23ff:fede:fafc,2,142,1,0.001136,0.001136
fe80::ec66:f8ff:feb5:d7ba,fe80::ec66:f8ff:feb5:d7ba,2,142,1,0.001136,0.001136
