Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,20608.0,49.9764788018149,90.74707606321667,4010
discern-proc-so,20970.0,2.375290630962645,8.511270902609448,4061
discern-logs-so,20834.0,1.8355567817699132,11.89384649705133,4028
kswapd0,21089.0,0.8867171700161863,0.9382606904331088,4059
systemd-journal,18537.0,0.19698251109986345,0.2373107821361969,3551
kworker/0,2628.0,0.3902729128168957,3.242634242178167,506
python3,390.0,0.959282862595008,23.635645640899263,75
ping,5.0,6.300163028688676,6.300163028688676,1
systemd,21.0,0.6983920146469164,1.3604832846948995,5
sh,5.0,1.799715678397525,1.799715678397525,1
sshd,5.0,0.8651191571481796,8.162883272933618,2
discern-network,26.0,0.14248431682511414,0.14545750512090433,5
kworker/u2,5.0,0.19913911931700662,0.19913911931700662,1
