Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,20.734639830508474,20.953125,15.046875,24,118.0
discern-file-so,1453.8468535958905,1591.1796875,284.359375,16,73.0
discern-interfa,1507.51953125,1571.26953125,22.68359375,16,81.0
discern-logs-so,1205.4296875,1205.4296875,27.2890625,56,285.0
discern-network,1833.33203125,1863.44140625,33.8203125,56,273.0
python3,124.86328125,124.86328125,109.171875,112,526.0
