Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,74.000,78.370,85.662,16
discern-proc-so,272.000,2.005,2.407,55
discern-network,277.000,0.385,0.414,56
discern-logs-so,285.000,0.281,0.288,56
jbd2/vda2-8,282.000,0.267,0.282,55
systemd,143.000,0.338,2.243,29
kswapd0,67.000,0.247,0.250,13
OverallSystemRecord,217.000,3.098,3.700,43
