Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,284.0,58.83931125016411,81.61897472168856,54
discern-file-so,362.0,32.37881762697891,59.872931641271926,72
pip3,37.0,62.678460922743966,71.2942898293385,7
discern-proc-so,357.0,2.700640971891669,5.6100885684157324,68
jbd2/vda2-8,357.0,2.0993245401365797,2.9066198777708956,69
systemd,217.0,0.758061867863584,1.098624613123558,42
kswapd0,153.0,0.5871013996126508,0.6177350931588136,30
apt-get,16.0,5.557725455477712,9.968763588186274,3
dpkg,8.0,10.373247129523964,10.382567708609042,2
dpkg-deb,6.0,5.943048538452321,5.943048538452321,1
apt-listchanges,6.0,3.5785686565780654,3.5785686565780654,1
sshd,6.0,1.0510491552960994,1.0510491552960994,1
discern-network,11.0,0.5078598865357649,0.5165538897674924,2
kworker/0,5.0,0.2608603705166169,0.2608603705166169,1
