Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,326.0,59.38655308885409,81.3977108453049,62
discern-file-so,406.0,31.043445183250903,58.043632783677175,79
pip3,32.0,64.32773902144166,70.76225563136008,6
discern-proc-so,394.0,2.8813837451398308,6.681005053699291,75
jbd2/vda2-8,400.0,1.8652764770410366,2.6796609188435476,76
systemd,193.0,0.7327304526691145,1.022345821623662,37
python3.9,6.0,21.272154077131177,21.272154077131177,1
dpkg,11.0,10.66746054562017,10.917265061856034,2
kswapd0,192.0,0.598215774564944,0.6268015914551814,37
apt-get,27.0,4.205386448350961,9.75035338721643,5
dpkg-deb,11.0,3.5550143623435235,4.154689094002462,2
sshd,16.0,1.1888962718497527,1.7283248553590962,3
apt-listchanges,5.0,3.3189459832235735,3.3189459832235735,1
mandb,5.0,3.037595791046904,3.037595791046904,1
discern-network,17.0,0.7172208342975094,0.8965380433422354,3
kworker/0,5.0,0.24842026851116522,0.24842026851116522,1
