Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,503.0,151.79363316142724,174.9348061194928,97
discern-file-so,630.0,53.80863294944427,146.87294800375687,124
dockerd,609.0,10.273569573438737,29.12058320634216,118
discern-proc-so,639.0,6.490290882178292,11.236517379634126,122
discern-network,587.0,3.207772988542155,5.033213564449259,112
pip,17.0,81.36327760267663,87.12530815507559,3
exe,17.0,28.978874658508005,45.95351493738541,3
pip3,10.0,44.03753549765857,57.190487249398025,2
cc1,5.0,81.45852069530942,81.45852069530942,1
dpkg,26.0,14.37425107861075,27.651082093084202,5
dpkg-deb,16.0,16.668679488333638,36.878413714518565,3
apt-get,25.0,8.575886501719118,16.924274302706255,5
jbd2/vda2-8,53.0,2.433173756563678,3.166437248931735,11
mandb,10.0,8.541614576753723,8.662715962862503,2
apt,16.0,5.336471614015649,8.46537126321825,3
python,5.0,11.776087780248247,11.776087780248247,1
python3.9,5.0,9.410030378524125,9.410030378524125,1
containerd,5.0,6.799341340033716,6.799341340033716,1
systemd,12.0,1.2570065504494434,1.4800196890019728,2
