IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,1723,539209,18,0.23964844444444444,1.44052
10.10.10.2,10.10.10.2,1567,166748,18,0.07411022222222222,0.138584
172.30.0.12,172.30.0.12,162,46264,10,0.0370112,0.139792
192.168.254.2,192.168.254.2,121,31086,8,0.031086,0.080528
10.10.10.4,10.10.10.4,94,5590,4,0.01118,0.02
172.30.0.1,172.30.0.1,28,3312,5,0.0052992,0.011984
34.117.59.81,34.117.59.81,10,2176,2,0.008704,0.009864
10.10.10.3,10.10.10.3,34,2054,3,0.005477333333333333,0.00944
172.67.74.152,172.67.74.152,10,1542,2,0.006168,0.011808
fe80::604c:edff:fe1a:178a,fe80::604c:edff:fe1a:178a,2,142,1,0.001136,0.001136
fe80::647e:2bff:fe84:615b,fe80::647e:2bff:fe84:615b,2,142,1,0.001136,0.001136
fe80::e06d:c6ff:fe56:87e3,fe80::e06d:c6ff:fe56:87e3,2,142,1,0.001136,0.001136
