# Overall Packet Count: 3316
# Overall Total Bytes: 622728
# Overall Average Packet Size (Bytes): 187.79
# Overall Capture Duration (Seconds): 2708.000
# Overall Average Rate (Mbps): 0.002

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,192.168.254.2,2337,530362,329,0.012896340425531914,0.290352
10.1.2.2,10.1.2.3,536,63540,151,0.0033663576158940397,0.018664
172.30.0.1,172.30.0.11,172,15048,45,0.0026752,0.020088
10.1.2.3,10.1.2.4,115,5060,84,0.0004819047619047619,0.000704
10.1.2.2,10.1.2.4,71,3124,56,0.0004462857142857143,0.000704
172.30.0.1,172.30.0.13,15,870,9,0.0007733333333333333,0.000928
172.30.0.1,172.30.0.12,12,696,9,0.0006186666666666667,0.000928
172.30.0.1,172.30.0.14,10,580,7,0.0006628571428571429,0.000928
172.30.0.11,204.2.134.172,4,364,2,0.001456,0.001456
172.30.0.1,172.30.0.15,3,174,2,0.000696,0.000928
fe80::6838:abff:fe02:4f40,ff02::2,2,142,1,0.001136,0.001136
fe80::e09f:7fff:fe00:8cfd,ff02::2,2,142,1,0.001136,0.001136
fe80::dc87:c1ff:fe65:2c50,ff02::2,2,142,1,0.001136,0.001136
fe80::c875:eff:fe28:54df,ff02::2,2,142,1,0.001136,0.001136
fe80::942d:1fff:fe22:6cd8,ff02::2,2,142,1,0.001136,0.001136
fe80::8cd9:bbff:fed1:2055,ff02::2,2,142,1,0.001136,0.001136
fe80::78e6:5cff:fe29:cbcb,ff02::2,2,142,1,0.001136,0.001136
fe80::68d8:43ff:feab:3864,ff02::2,2,142,1,0.001136,0.001136
fe80::68bf:47ff:fe93:84f3,ff02::2,2,142,1,0.001136,0.001136
fe80::400c:2bff:fe66:79ce,ff02::2,2,142,1,0.001136,0.001136
fe80::50be:8fff:fe8f:85ab,ff02::2,2,142,1,0.001136,0.001136
fe80::503c:e2ff:fe92:130f,ff02::2,2,142,1,0.001136,0.001136
fe80::5029:dcff:fee4:ad29,ff02::2,2,142,1,0.001136,0.001136
fe80::4c8:9aff:fe5a:1328,ff02::2,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::1486:ff:fe96:59b4,ff02::2,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe57:e2c,ff02::2,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe57:dd8,ff02::2,2,142,1,0.001136,0.001136
fe80::1003:8aff:fe14:42f6,ff02::2,2,142,1,0.001136,0.001136
fe80::f48c:a8ff:fef0:f4dc,ff02::2,2,142,1,0.001136,0.001136
fe80::c096:dcff:fef6:b4a4,ff02::2,1,70,1,0.00056,0.00056
