# Overall Packet Count: 340
# Overall Total Bytes: 70612
# Overall Average Packet Size (Bytes): 207.68
# Overall Capture Duration (Seconds): 569.000
# Overall Average Rate (Mbps): 0.001

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.15,192.168.254.2,208,60542,5,0.0968672,0.183472
172.30.0.1,172.30.0.15,46,4560,9,0.004053333333333333,0.012728
10.10.10.2,10.10.10.4,13,572,13,0.000352,0.000352
172.30.0.1,172.30.0.11,7,406,4,0.000812,0.000928
172.30.0.15,50.251.160.20,4,364,1,0.002912,0.002912
172.30.0.1,172.30.0.12,6,348,5,0.0005568,0.000928
172.30.0.1,172.30.0.13,6,348,3,0.000928,0.000928
172.30.0.1,172.30.0.14,6,348,3,0.000928,0.000928
fe80::cc62:c7ff:fe72:1acf,ff02::2,2,142,1,0.001136,0.001136
fe80::a80f:edff:fe50:1bcd,ff02::2,2,142,1,0.001136,0.001136
fe80::a829:caff:fece:3bfe,ff02::2,2,142,1,0.001136,0.001136
fe80::b867:85ff:fea6:261d,ff02::2,2,142,1,0.001136,0.001136
fe80::e495:ffff:fe64:acb6,ff02::2,2,142,1,0.001136,0.001136
fe80::d063:a3ff:fe75:6b,ff02::2,2,142,1,0.001136,0.001136
fe80::e09f:7fff:fe00:8cfd,ff02::2,2,142,1,0.001136,0.001136
fe80::9468:fbff:feaa:f85,ff02::2,2,142,1,0.001136,0.001136
fe80::e874:c8ff:fe6b:b5ed,ff02::2,2,142,1,0.001136,0.001136
fe80::a0b3:f8ff:fec1:1a0e,ff02::2,2,142,1,0.001136,0.001136
fe80::6014:d3ff:fee0:3079,ff02::2,2,142,1,0.001136,0.001136
fe80::9068:b6ff:fe6e:5ce5,ff02::2,2,142,1,0.001136,0.001136
fe80::9020:cbff:feed:746a,ff02::2,2,142,1,0.001136,0.001136
fe80::883c:66ff:fe64:fc14,ff02::2,2,142,1,0.001136,0.001136
fe80::589f:2eff:fe9e:8ecb,ff02::2,2,142,1,0.001136,0.001136
fe80::5808:86ff:fe7c:ad37,ff02::2,2,142,1,0.001136,0.001136
fe80::4845:68ff:fe40:6a71,ff02::2,2,142,1,0.001136,0.001136
fe80::453:80ff:fee7:9066,ff02::2,2,142,1,0.001136,0.001136
fe80::3409:beff:fe67:4253,ff02::2,2,142,1,0.001136,0.001136
fe80::203e:c3ff:febe:b68e,ff02::2,2,142,1,0.001136,0.001136
fe80::1270:fdff:fe57:e58,ff02::2,2,142,1,0.001136,0.001136
fe80::e876:cfff:fe8a:b716,ff02::2,2,142,1,0.001136,0.001136
