Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,436.000,61.378,80.681,84
discern-file-so,154.000,62.503,91.154,29
discern-proc-so,548.000,2.192,2.809,106
discern-network,543.000,0.500,0.531,105
jbd2/vda2-8,537.000,0.333,0.378,104
discern-logs-so,394.000,0.313,0.323,77
systemd-journal,98.000,0.276,0.319,20
python3,16.000,0.705,0.885,3
systemd,10.000,0.451,0.616,2
OverallSystemRecord,395.000,56.290,83.875,77
