DevID,TotalFilesChanged,AvgFilesChangedPerMin,PeakFilesChangedPerMin,ChangeTimeSpanMinutes
attacker.infra.real.packetsniffer.blankcanvas,14,1.1797752808988764,3,11.866666666666667
