Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,489.0,148.35616480253668,169.34709563715933,96
discern-file-so,625.0,50.61684345045557,138.40152092000673,123
dockerd,606.0,9.970244151887963,30.11178970511564,117
discern-proc-so,623.0,6.140220677079329,12.326662928154157,121
discern-network,555.0,3.0000507212986602,4.760980371174256,107
pip,21.0,77.38910459871062,85.95078394148138,4
pip3,16.0,38.72144967759174,47.338232997309476,3
dpkg,31.0,16.76269102125858,29.827144455323396,6
exe,19.0,26.98464450610929,45.231515033870565,4
dpkg-deb,20.0,22.53654156045079,56.53695731362257,4
cc1,11.0,37.0617064324105,52.09674884013172,2
apt-get,26.0,10.650666199649672,23.753052634304726,5
jbd2/vda2-8,52.0,2.283456439407547,3.1219973106357153,12
apt,11.0,10.035238295857193,14.389546175052802,2
docker,12.0,2.7162575039145405,2.970490100383394,2
mandb,5.0,5.246609499283107,5.246609499283107,1
systemd,18.0,1.3486266598308763,1.579660727242588,5
containerd,5.0,3.0319062627574453,3.0319062627574453,1
