Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,64.6484375,155.3203125,67.3515625,1,1.0
apt-get,64.69921875,155.3671875,67.16796875,5,22.0
apt-listchanges,29.55859375,30.44921875,19.546875,1,5.0
discern-file-so,1523.9164270833332,1527.11328125,288.37109375,71,375.0
discern-logs-so,1205.4296875,1205.4296875,14.984375,56,300.0
discern-network,1889.8325892857142,1897.33203125,108.9453125,71,371.0
discern-proc-so,1205.92578125,1205.92578125,16.6640625,35,185.0
dpkg,21.3984375,21.44921875,17.7578125,3,12.0
pip3,109.02816611842105,295.19140625,287.5703125,7,38.0
py3compile,17.97265625,17.97265625,11.87890625,1,5.0
python3,568.9767406798246,614.7890625,241.0859375,53,285.0
sshd,14.3671875,14.40234375,8.59765625,1,6.0
systemd-journal,60.49761029411765,65.2265625,24.22265625,48,255.0
systemd-resolve,23.53515625,23.59765625,11.6015625,2,11.0
