Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,3552.000,84.329,84.653,711
discern-file-so,713.000,47.653,51.062,138
discern-proc-so,3611.000,2.115,2.830,710
discern-logs-so,3651.000,1.863,5.400,705
kswapd0,3528.000,0.209,0.232,672
sshd,1555.000,0.370,2.615,298
discern-network,1597.000,0.194,0.198,305
kworker/0,79.000,0.552,1.877,16
OverallSystemRecord,3064.000,82.812,91.180,616
