Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,505.0,151.72174687271547,174.15302450717664,97
discern-file-so,626.0,49.12144284702197,73.14075084472184,123
dockerd,603.0,9.917013621033352,24.909914156822712,116
discern-proc-so,610.0,6.067678270753977,6.864016873254406,118
discern-network,592.0,3.232252561939505,5.277208843384941,114
pip,21.0,82.83234654838016,90.05958210269488,4
pip3,16.0,39.9057283793969,46.08380068772764,3
dpkg,27.0,17.318105331918286,28.96416574593959,5
exe,15.0,26.21237130133974,32.544385876579774,3
cc1,5.0,75.24878490695708,75.24878490695708,1
dpkg-deb,11.0,29.046516434029897,31.441340993176077,2
apt-get,27.0,11.497531149315522,28.96475528373994,5
jbd2/vda2-8,38.0,2.018432368955479,2.9261275030406746,9
apt,16.0,3.9515328426823313,6.295953061792333,3
mandb,5.0,7.7233782029163365,7.7233782029163365,1
python,5.0,5.819303451184734,5.819303451184734,1
systemd,18.0,1.3869637502618122,1.559314073828209,5
containerd,6.0,2.7426688312151923,2.742668831215192,1
