Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,72.0,31.281609012337654,31.569259252308704,15
discern-proc-so,72.0,2.393253753072388,3.0013112170463385,15
kswapd0,72.0,0.7078041766092446,0.7141802367056366,15
discern-network,72.0,0.4084616084897644,0.4095261926320699,15
jbd2/vda2-8,64.0,0.2740595496210969,0.2778332562245682,13
systemd,8.0,0.4293376364870467,0.5679472371488669,2
