Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,281.0,61.2075589156682,81.89175266093486,55
discern-file-so,371.0,31.119415388351886,56.27445860062724,74
pip3,38.0,60.514076887863126,69.15245727959402,7
discern-proc-so,369.0,2.730427890932362,3.126088414599373,71
jbd2/vda2-8,379.0,2.1251379823814927,2.930822415577145,72
dpkg-deb,11.0,19.88469799000167,35.95684138760804,2
dpkg,16.0,9.426974004185023,10.751914899266866,3
kswapd0,225.0,0.6329677899985617,0.6633297967025703,43
systemd,98.0,0.7365060216321013,1.0898739696481254,20
apt-get,22.0,3.2184745051198793,5.299652321369363,4
apt,5.0,12.236387141020588,12.236387141020588,1
discern-network,55.0,0.8355027621715588,0.9820900934629497,10
py3compile,6.0,3.212251276240281,3.212251276240281,1
mandb,5.0,2.357107997809541,2.357107997809541,1
sshd,5.0,0.8805698000219907,0.8805698000219907,1
kworker/0,5.0,0.25228532033651374,0.25228532033651374,1
