Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,20770.0,56.44616883137906,62.111264717824774,3854
discern-file-so,20425.0,44.459873746924764,85.01883792011262,3779
discern-logs-so,20873.0,2.7631336700447697,14.801239468818212,3849
discern-proc-so,21120.0,2.4824489101933547,24.738935579094328,3889
kswapd0,20777.0,0.8853130422927021,0.9295295405519999,3816
sshd,336.0,1.864499546955688,15.257183650259579,61
discern-network,787.0,0.49443912663720146,0.5071701069259273,148
kworker/0,213.0,1.2484712570402956,11.220133772471268,40
python3,18.0,2.2075847495974568,2.40888069423007,3
systemd,9.0,1.7913294127035873,3.1570776851371916,2
systemd-journal,57.0,0.2358396284833545,0.248217508350006,11
kworker/u2,5.0,0.9519491557990338,0.9519491557990339,1
