Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
discern-file-so,1443.9725534539473,1591.1796875,291.04296875,17,76.0
discern-logs-so,1205.4296875,1205.4296875,18.734375,17,80.0
discern-network,1906.21484375,1906.21484375,92.67578125,17,76.0
discern-proc-so,1205.92578125,1205.92578125,16.06640625,17,80.0
systemd-journal,63.453125,63.453125,19.8359375,17,80.0
