Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
containerd,1233.62890625,1297.28515625,34.23046875,15,72.0
discern-file-so,1462.7864583333333,1463.046875,279.4140625,13,72.0
discern-network,1850.34765625,1863.30859375,28.2734375,51,261.0
dockerd,1350.86328125,1414.36328125,103.01953125,51,261.0
python3,148.7936497127575,312.43359375,110.16796875,125,631.0
