Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,35.448159427966104,36.25,28.96484375,34,177.0
discern-file-so,1507.3380782132767,1591.1171875,289.28515625,34,177.0
discern-logs-so,1205.4296875,1205.4296875,14.66796875,4,18.0
discern-network,1833.58203125,1863.1875,40.0859375,34,173.0
discern-proc-so,1205.92578125,1205.92578125,16.16796875,34,181.0
systemd-journal,63.38671875,63.38671875,15.6875,30,163.0
