Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,292.0,60.34680189425357,80.18010635703035,57
discern-file-so,388.0,31.07954718214029,56.315143620678924,75
pip3,38.0,63.88602762207679,72.56822247599756,7
discern-proc-so,386.0,2.3876520736390643,2.66616764140062,74
jbd2/vda2-8,387.0,1.958372298566994,2.6874881731972042,74
dpkg,16.0,11.362053398569236,13.367407702168647,3
apt-get,27.0,5.415475517527803,14.543418043847154,5
systemd,198.0,0.700651743141889,1.0355725513729686,38
kswapd0,180.0,0.5894107730605128,0.6301101385710842,35
dpkg-deb,5.0,21.02679047681621,21.02679047681621,1
apt,5.0,8.115288736204219,8.115288736204219,1
apt-listchanges,5.0,5.850523004432458,5.850523004432458,1
python3.9,5.0,4.74707923946463,4.74707923946463,1
mandb,6.0,3.26051835533741,3.26051835533741,1
sshd,5.0,1.6265466677741933,1.6265466677741933,1
discern-network,5.0,0.48248039912856366,0.48248039912856366,1
