Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,190.000,84.740,91.198,36
discern-proc-so,1682.000,2.670,4.965,334
systemd-journal,1702.000,0.623,0.673,334
discern-network,1730.000,0.573,0.618,334
discern-logs-so,1725.000,0.565,0.657,333
rsyslogd,1539.000,0.318,0.348,295
systemd,16.000,1.704,3.724,3
sshd,6.000,0.722,0.722,1
OverallSystemRecord,1566.000,4.609,15.403,312
