Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,518.0,151.46628356337888,179.87452304725048,99
discern-file-so,678.0,55.49305492101821,151.6577375564166,133
dockerd,651.0,8.793755221836733,27.804115722532668,126
discern-proc-so,668.0,6.51881019438128,17.478576722138722,130
discern-network,619.0,3.4242666920359097,5.4960062759002675,119
pip,21.0,79.10478455946152,86.29326413784597,4
cc1,11.0,66.12221886540759,83.55516664203957,2
exe,25.0,27.68919793646163,33.84590943001766,5
pip3,17.0,40.12360041585823,59.15559904133904,3
dpkg-deb,15.0,31.176695935425194,71.75091193452226,3
dpkg,21.0,18.35267277886691,32.076936827333434,4
apt-get,52.0,7.290909165794914,22.061748754387565,10
kworker/1,16.0,13.698065607518116,29.76819938371506,3
python3.9,6.0,11.188311648691261,11.188311648691261,1
jbd2/vda2-8,31.0,1.8393188894059502,2.7576215149233723,8
python,5.0,10.329501437781383,10.329501437781383,1
apt,5.0,5.714257614650652,5.714257614650652,1
systemd,17.0,1.3459317529146264,1.6553322026224757,5
containerd,5.0,4.524104872994566,4.524104872994566,1
mandb,5.0,3.904149110261206,3.9041491102612054,1
