Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,24.41311233108108,24.6953125,18.55078125,16,74.0
discern-file-so,1466.1997767857142,1591.1796875,290.83984375,16,70.0
discern-logs-so,1205.4296875,1205.4296875,16.58984375,9,38.0
discern-network,1833.83203125,1833.83203125,71.5078125,16,74.0
discern-proc-so,1205.92578125,1205.92578125,15.8984375,12,58.0
systemd-journal,65.265625,65.265625,18.75390625,11,52.0
