Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt-get,64.34765625,155.3671875,67.0703125,5,30.0
discern-file-so,1558.6082959254143,1591.4296875,314.3671875,68,362.0
discern-logs-so,1205.4296875,1205.4296875,16.64453125,55,290.0
discern-network,1881.3820139848067,1889.578125,109.1328125,68,362.0
discern-proc-so,1205.92578125,1205.92578125,16.6328125,32,170.0
dpkg,21.219105113636363,21.44921875,17.71875,2,11.0
pip3,117.841796875,295.19140625,287.0703125,6,32.0
python3,570.7466698516187,838.12109375,429.10546875,52,278.0
python3.9,19.234375,19.234375,12.63671875,1,6.0
systemd-journal,60.1409429505814,65.2578125,24.51171875,49,258.0
systemd-resolve,23.53515625,23.59765625,11.7265625,2,11.0
