Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,64.60546875,155.27734375,68.7109375,3,11.0
apt-get,62.63659274193548,155.3671875,67.34375,6,31.0
cc1,109.078125,109.078125,88.44140625,1,5.0
containerd,1377.88671875,1378.13671875,45.90625,6,27.0
discern-bash-so,1205.05859375,1205.05859375,12.24609375,2,7.0
discern-file-so,1751.2236147280094,1784.94140625,498.33984375,126,648.0
discern-logs-so,1205.6796875,1205.6796875,15.79296875,3,12.0
discern-network,2325.1368578449556,2362.15625,187.33203125,67,337.0
discern-proc-so,1206.395478219697,1206.42578125,20.046875,7,33.0
docker,1300.2506336224917,1382.19140625,56.48046875,114,598.0
dockerd,1555.44576875,1631.125,113.96875,120,625.0
dpkg,21.216145833333332,21.45703125,17.77734375,2,6.0
exe,1238.541903409091,1340.953125,87.16796875,2,11.0
pip,83.68979779411765,97.546875,93.328125,3,17.0
pip3,62.265625,67.53125,62.984375,2,11.0
python3,3175.7765712780897,3449.35546875,1295.55859375,86,445.0
python3.9,24.375,25.98828125,19.16796875,1,5.0
systemd-journal,112.9347342609489,113.32421875,51.98046875,79,411.0
