Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,505.0,145.59285827857786,167.8868303578793,99
discern-file-so,604.0,51.22428919602974,133.5777043372513,126
dockerd,599.0,8.025850094287028,18.62672646353784,119
discern-proc-so,626.0,6.379993035802069,25.023699146093097,124
discern-network,580.0,2.727481904021644,3.9155541693392197,112
pip,12.0,85.29393605934092,90.8513148130041,4
dpkg,27.0,20.86949443675926,31.132444246671394,5
cc1,6.0,84.95470760912436,89.8118912337938,2
apt-get,31.0,15.201739483646879,49.883951772217,6
exe,16.0,26.669490601887745,33.84303120445069,3
pip3,11.0,28.060646322684455,52.122837425599,3
dpkg-deb,11.0,18.488504948423717,21.906765617958023,2
jbd2/vda2-8,59.0,2.0315022336310813,2.769326280463992,13
mandb,10.0,9.850995049280153,10.341028498647654,2
apt,16.0,5.672714411370375,9.134727192902453,3
python,5.0,10.793959220551592,10.793959220551592,1
containerd,5.0,7.038097901003148,7.038097901003148,1
git-remote-http,5.0,4.569614823413739,4.569614823413739,1
systemd,12.0,1.420500045902177,2.0695318984532203,4
