Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,491.0,148.63863724786333,168.96047126090355,96
discern-file-so,626.0,52.40297350538594,146.88775890347577,124
dockerd,605.0,9.874261623141452,28.72852995325067,117
discern-proc-so,629.0,6.275651516911771,24.08963928222318,122
discern-network,576.0,3.3875701750266676,5.559041560809019,111
pip,21.0,88.78118004862851,91.67492888360714,4
exe,27.0,28.004076869130646,52.776646890772184,5
pip3,10.0,48.54447081619107,54.92401658910917,2
cc1,5.0,82.00727296339687,82.00727296339687,1
dpkg,32.0,11.99660701003026,25.45422156513583,6
apt-get,28.0,10.859041587012097,21.675007149997406,5
python,6.0,35.840426538570405,35.840426538570405,1
store,5.0,29.803077706799872,29.803077706799872,1
python3.9,6.0,15.25928556313746,15.25928556313746,1
apt,16.0,5.4712706551488495,9.505371211652806,3
jbd2/vda2-8,30.0,1.8303675854461947,2.8641483026168153,7
dpkg-deb,5.0,9.96733009046858,9.96733009046858,1
mandb,6.0,7.989214085728453,7.989214085728454,1
containerd,5.0,7.869611739798654,7.869611739798654,1
http,5.0,3.505797527145398,3.505797527145398,1
systemd,10.0,1.3627543882888484,1.3763778729986125,2
docker,5.0,2.1911152911585585,2.1911152911585585,1
