IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.3,10.10.10.3,1108,2079722,23,0.7233815652173913,10.036944
10.10.10.4,10.10.10.4,923,1454742,23,0.5059972173913043,8.03136
10.10.10.1,10.10.10.1,1212,384145,26,0.11819846153846154,0.646544
192.168.254.2,192.168.254.2,486,128108,22,0.04658472727272727,0.169072
172.30.0.11,172.30.0.11,472,120780,22,0.04392,0.162144
172.30.0.1,172.30.0.1,29,3144,5,0.0050304,0.008848
fe80::2438:ceff:fe73:426a,fe80::2438:ceff:fe73:426a,2,142,1,0.001136,0.001136
fe80::50b6:79ff:febe:17b9,fe80::50b6:79ff:febe:17b9,2,142,1,0.001136,0.001136
fe80::50bf:b7ff:fe8a:2eb9,fe80::50bf:b7ff:fe8a:2eb9,2,142,1,0.001136,0.001136
fe80::9c32:c9ff:fede:12ab,fe80::9c32:c9ff:fede:12ab,2,142,2,0.000568,0.000576
fe80::a49d:78ff:feac:3fc8,fe80::a49d:78ff:feac:3fc8,2,142,1,0.001136,0.001136
