IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,172.30.0.11,6757,5891542,204,0.23104086274509805,0.439488
172.30.0.14,172.30.0.14,113,28754,6,0.03833866666666667,0.078928
192.168.254.2,192.168.254.2,107,27098,5,0.0433568,0.068768
10.10.10.2,10.10.10.2,72,5336,2,0.021344,0.033472
10.10.10.3,10.10.10.3,38,2426,2,0.009704,0.012848
172.30.0.1,172.30.0.1,17,1959,3,0.005224,0.007312
172.30.0.12,172.30.0.12,12,1248,3,0.003328,0.005728
fe80::2c4b:3dff:feea:b48d,fe80::2c4b:3dff:feea:b48d,2,142,1,0.001136,0.001136
fe80::5038:85ff:fe96:71d6,fe80::5038:85ff:fe96:71d6,2,142,1,0.001136,0.001136
fe80::5897:e8ff:fe8e:6ea9,fe80::5897:e8ff:fe8e:6ea9,2,142,1,0.001136,0.001136
fe80::c8cc:31ff:fe8b:5242,fe80::c8cc:31ff:fe8b:5242,2,142,1,0.001136,0.001136
