# Overall Packet Count: 4404
# Overall Total Bytes: 2749477
# Overall Average Packet Size (Bytes): 624.31
# Overall Capture Duration (Seconds): 83.000
# Overall Average Rate (Mbps): 0.265

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.3,1720,1571277,14,0.8978725714285715,10.426424
10.10.10.1,10.10.10.4,1570,901234,15,0.48065813333333335,4.828568
172.30.0.11,192.168.254.2,1013,266552,26,0.082016,0.293232
172.30.0.1,172.30.0.11,88,9492,6,0.012656,0.028424
fe80::2062:e7ff:fe4a:9635,ff02::2,2,142,1,0.001136,0.001136
fe80::2c4b:3dff:feea:b48d,ff02::2,2,142,1,0.001136,0.001136
fe80::70a8:8cff:fecf:9a33,ff02::2,2,142,1,0.001136,0.001136
fe80::bc75:34ff:fe81:16a0,ff02::2,2,142,1,0.001136,0.001136
fe80::c428:6eff:feac:7863,ff02::2,2,142,1,0.001136,0.001136
fe80::ec99:eff:fe5d:c202,ff02::2,2,142,1,0.001136,0.001136
fe80::acb0:b1ff:fe89:d8e8,ff02::2,1,70,1,0.00056,0.00056
