Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,64.6484375,155.3203125,69.33203125,1,5.0
apt-get,64.30859375,155.3671875,67.14453125,5,27.0
discern-file-so,1521.2636085304055,1527.11328125,305.47265625,72,370.0
discern-logs-so,1205.4296875,1205.4296875,16.65625,67,347.0
discern-network,1881.4561972128379,1889.265625,105.10546875,72,370.0
discern-proc-so,1205.92578125,1205.92578125,16.47265625,49,253.0
dpkg,21.262939453125,21.4609375,17.69921875,3,16.0
pip3,115.33143028846153,295.19140625,286.81640625,5,26.0
python3,583.5268283420139,856.3671875,447.42578125,55,288.0
sshd,14.3671875,14.40234375,8.38671875,1,6.0
systemd-journal,62.95777529761905,65.3046875,20.58984375,25,126.0
systemd-resolve,23.53515625,23.59765625,11.66015625,3,16.0
