Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,502.0,149.19540032535446,173.098404698077,97
discern-file-so,643.0,53.11640203673767,142.36847575232716,124
dockerd,616.0,10.012730975379798,28.175198900755674,119
discern-proc-so,634.0,6.59529932158075,19.909812304681548,122
discern-network,584.0,3.1705608968439307,4.989788514070704,112
pip,16.0,86.05990561179502,89.64319552367952,3
pip3,11.0,52.22970155318663,65.54728261546852,2
dpkg-deb,11.0,52.07232627821639,62.95501170486993,2
dpkg,30.0,17.533454327644463,34.71499320472274,6
exe,15.0,33.844994804625756,52.54560687158621,3
apt-get,29.0,15.606042910804266,46.75872421013367,6
cc1,5.0,88.55387078576503,88.55387078576503,1
python,6.0,23.584359131790922,23.584359131790922,1
jbd2/vda2-8,54.0,2.2903576584625442,3.1341813451310667,11
python3.9,5.0,24.461760285459484,24.461760285459484,1
docker,12.0,5.3109106392432155,8.310495271172073,2
apt,11.0,5.349200965219963,7.3890248061470825,2
mandb,5.0,7.177428428818994,7.177428428818994,1
containerd,5.0,4.91560471537407,4.91560471537407,1
systemd,17.0,1.3752410723559754,1.499559104904362,3
