Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
apt,61.7431640625,155.27734375,67.33203125,3,16.0
apt-get,62.365885416666664,155.3671875,69.16796875,4,24.0
cc1,191.79296875,191.79296875,175.4921875,1,5.0
containerd,1377.883359375,1377.88671875,48.75390625,77,400.0
discern-ansible,1204.71875,1204.71875,12.45703125,1,5.0
discern-file-so,1653.091376815149,1656.30859375,491.2734375,123,637.0
discern-logs-so,1205.6796875,1205.6796875,15.30078125,2,11.0
discern-network,2335.296773976293,2426.15625,179.84765625,68,348.0
discern-proc-so,1206.42578125,1206.42578125,20.3984375,6,32.0
docker,1299.3632747719735,1318.19140625,55.86328125,114,603.0
dockerd,1555.421830247545,1567.1875,116.390625,118,611.0
dpkg,21.3203125,21.453125,17.78515625,2,10.0
exe,1301.7877604166667,1349.70703125,88.7421875,3,15.0
pip,75.21783088235294,98.06640625,93.67578125,3,17.0
pip3,62.265625,67.53125,62.86328125,2,11.0
python3,3173.4356908842165,3479.23828125,1310.0859375,85,434.0
python3.9,24.625,25.98828125,19.1640625,1,5.0
systemd-journal,55.390625,55.390625,18.53125,2,5.0
