Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,191.000,80.991,91.377,50
discern-proc-so,1740.000,2.421,3.204,461
discern-network,1739.000,0.575,0.904,442
systemd-journal,1369.000,0.630,0.904,302
jbd2/vda2-8,951.000,0.738,1.875,296
systemd,1295.000,0.512,1.949,365
discern-logs-so,839.000,0.365,0.417,181
python3,150.000,1.434,14.626,45
rsyslogd,488.000,0.317,0.360,95
kswapd0,164.000,0.407,0.577,71
dbus-daemon,10.000,0.214,0.254,6
OverallSystemRecord,1614.000,4.545,19.122,428
