Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,20953.0,32.461464856611755,86.74273098224697,4096
discern-proc-so,21009.0,2.317793060076746,7.074855201237924,4095
kswapd0,20965.0,0.7573606008337855,0.7929698000432092,4072
discern-logs-so,19595.0,0.31251347568506016,0.36836449680524036,3797
jbd2/vda2-8,5797.0,0.35429077404664927,2.2580506343991855,1121
discern-network,13661.0,0.1291956703667381,0.13591738496778316,2640
systemd,1524.0,0.3695640553012122,2.662038404104676,294
systemd-journal,1720.0,0.12931977129597222,0.13121464351859574,333
python3,119.0,1.7932698131171647,15.138653542609966,24
sshd,5.0,1.5135809333717405,1.5135809333717405,1
