# Overall Packet Count: 11938
# Overall Total Bytes: 1616058
# Overall Average Packet Size (Bytes): 135.37
# Overall Capture Duration (Seconds): 181.000
# Overall Average Rate (Mbps): 0.071

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
1.1.2.3,5.6.7.8,1383,961592,75,0.10256981333333333,1.000688
172.30.0.15,192.168.254.2,344,93252,10,0.0746016,0.150832
172.30.0.1,172.30.0.15,60,6374,7,0.0072845714285714284,0.012912
1.2.127.84,5.6.7.8,7,382,7,0.0004365714285714286,0.000448
172.30.0.15,23.142.248.8,4,364,2,0.001456,0.001472
1.2.176.212,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.157.159,5.6.7.8,6,328,4,0.000656,0.00088
1.2.21.19,5.6.7.8,6,328,4,0.000656,0.000864
1.2.239.46,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.133.250,5.6.7.8,6,328,5,0.0005248,0.00088
1.2.47.252,5.6.7.8,6,328,3,0.0008746666666666667,0.001312
1.2.224.121,5.6.7.8,6,328,4,0.000656,0.001312
1.2.207.107,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.51.78,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.18.250,5.6.7.8,6,328,5,0.0005248,0.00088
1.2.87.188,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.88.126,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.244.125,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.202.249,5.6.7.8,6,328,4,0.000656,0.000864
1.2.142.74,5.6.7.8,6,328,4,0.000656,0.00088
1.2.39.78,5.6.7.8,6,328,4,0.000656,0.000864
1.2.90.89,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.37.181,5.6.7.8,6,328,4,0.000656,0.001312
1.2.101.193,5.6.7.8,6,328,3,0.0008746666666666667,0.001296
1.2.113.137,5.6.7.8,6,328,4,0.000656,0.00088
1.2.196.56,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.67.184,5.6.7.8,6,328,4,0.000656,0.000864
1.2.229.204,5.6.7.8,6,328,3,0.0008746666666666667,0.001312
1.2.126.208,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.219.207,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.221.30,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
1.2.230.47,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.160.122,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.161.34,5.6.7.8,6,328,5,0.0005248,0.000864
1.2.128.225,5.6.7.8,6,328,6,0.00043733333333333336,0.000448
