Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,20.371322567991633,21.81640625,15.890625,47,239.0
discern-cpu-sor,1205.359375,1205.359375,11.984375,21,106.0
discern-file-so,1527.36328125,1527.36328125,277.3984375,47,225.0
discern-logs-so,1205.4296875,1205.4296875,14.35546875,26,141.0
discern-network,1824.44921875,1862.55859375,29.421875,47,235.0
discern-proc-so,1205.92578125,1205.92578125,16.37109375,47,243.0
