# Overall Packet Count: 7267
# Overall Total Bytes: 1353117
# Overall Average Packet Size (Bytes): 186.20
# Overall Capture Duration (Seconds): 782.000
# Overall Average Rate (Mbps): 0.014

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.3,3307,594356,35,0.1358528,0.746736
10.10.10.1,10.10.10.4,2903,510325,33,0.12371515151515151,0.684768
172.30.0.11,192.168.254.2,864,232036,23,0.08070817391304348,0.15944
172.30.0.1,172.30.0.11,137,13688,24,0.004562666666666666,0.022784
10.10.10.1,10.10.10.2,42,1848,22,0.000672,0.000704
172.30.0.1,172.30.0.14,5,290,3,0.0007733333333333333,0.000928
172.30.0.1,172.30.0.15,3,174,2,0.000696,0.000928
fe80::9c21:e0ff:fef9:1152,ff02::2,2,142,1,0.001136,0.001136
fe80::a887:edff:febc:55fd,ff02::2,2,142,1,0.001136,0.001136
172.30.0.1,172.30.0.12,1,58,1,0.000464,0.000464
172.30.0.1,172.30.0.13,1,58,1,0.000464,0.000464
