Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,17.68194110576923,18.11328125,12.453125,6,26.0
discern-file-so,1426.1464342948718,1462.671875,253.19140625,16,78.0
discern-logs-so,1205.4296875,1205.4296875,29.21875,16,78.0
discern-network,1898.4609375,1898.4609375,87.36328125,16,78.0
discern-proc-so,1205.92578125,1205.92578125,16.0078125,4,20.0
python3,137.63272165697674,232.35546875,17.1484375,8,43.0
server.py,171.75390625,235.75390625,19.91796875,8,43.0
systemd-journal,126.22607421875,129.21875,28.49609375,6,24.0
