IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
192.168.254.2,192.168.254.2,119,31480,5,0.050368,0.082592
172.30.0.15,172.30.0.15,122,31411,5,0.0502576,0.080944
172.30.0.1,172.30.0.1,16,1807,3,0.004818666666666666,0.006296
fe80::1270:fdff:fe57:e0c,fe80::1270:fdff:fe57:e0c,2,142,1,0.001136,0.001136
fe80::145a:62ff:fe14:d080,fe80::145a:62ff:fe14:d080,2,142,1,0.001136,0.001136
fe80::4894:93ff:feae:fd7f,fe80::4894:93ff:feae:fd7f,2,142,1,0.001136,0.001136
fe80::5c1b:8bff:fe34:cf73,fe80::5c1b:8bff:fe34:cf73,2,142,1,0.001136,0.001136
fe80::9068:e0ff:fe8e:b603,fe80::9068:e0ff:fe8e:b603,2,142,1,0.001136,0.001136
fe80::940d:a1ff:fe95:508c,fe80::940d:a1ff:fe95:508c,2,142,1,0.001136,0.001136
fe80::c8e8:e1ff:fe7b:ad42,fe80::c8e8:e1ff:fe7b:ad42,2,142,1,0.001136,0.001136
fe80::e0c5:a8ff:fe81:6d5,fe80::e0c5:a8ff:fe81:6d5,2,142,1,0.001136,0.001136
