Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,425.000,60.707,79.741,82
discern-file-so,140.000,57.971,75.615,28
discern-proc-so,598.000,2.280,2.486,119
discern-network,593.000,0.466,0.481,118
discern-logs-so,595.000,0.336,0.351,117
jbd2/vda2-8,469.000,0.260,0.293,93
systemd-journal,164.000,0.245,0.274,34
python3,16.000,0.713,0.897,3
systemd,6.000,0.688,0.688,1
OverallSystemRecord,475.000,45.931,82.994,95
