Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,1557.000,76.237,87.313,48
discern-proc-so,4425.000,2.530,21.052,626
discern-network,4465.000,1.153,1.290,627
discern-logs-so,4511.000,0.663,0.902,627
kswapd0,4222.000,0.317,3.540,575
systemd-journal,3199.000,0.235,0.668,606
systemd,21.000,1.091,1.923,4
python3,104.000,0.179,0.179,20
sshd,1.000,2.222,2.222,1
kworker/0,6.000,0.192,0.192,1
OverallSystemRecord,3055.000,4.629,23.631,614
