Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,515.0,150.05555908224696,174.3085318917751,99
discern-file-so,673.0,54.213712101661436,85.1743852352724,131
dockerd,621.0,9.697345155686644,38.012890571107455,120
discern-proc-so,662.0,6.263847372433938,27.683766902770103,127
discern-network,579.0,3.2883842940495174,5.082565286251393,111
pip,21.0,90.0365953077442,92.03586603618207,4
cc1,11.0,67.23532760272148,87.74554434034798,2
pip3,16.0,37.06461585413787,55.84561444205867,3
dpkg,27.0,20.038940323046333,37.32078687976208,6
exe,15.0,33.54936131784489,40.301912450105945,3
dpkg-deb,15.0,27.042321401709856,51.440692292222,3
apt-get,52.0,7.085748006513699,34.95713950317854,10
python,11.0,29.304171359459442,47.67974957727422,2
jbd2/vda2-8,76.0,1.6611552569379513,2.6034235905466283,15
apt,13.0,8.378375272542614,18.408419118146064,3
apt-listchanges,5.0,10.930014319579913,10.930014319579913,1
mandb,6.0,8.283289241144608,8.283289241144608,1
systemd,36.0,1.1657031092011505,1.3639569739968842,7
http,12.0,2.0387606005255616,2.650416422622779,2
containerd,5.0,4.777016300527419,4.777016300527419,1
docker,5.0,3.9764661974096227,3.976466197409623,1
