Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,287.0,59.410401051840374,79.31429709885947,55
discern-file-so,371.0,32.96637669751318,54.26531711193378,73
pip3,37.0,67.5317085007045,76.9550710258672,7
discern-proc-so,372.0,2.530581268573262,3.5579479423421323,72
jbd2/vda2-8,371.0,1.8559563176989675,2.545676009092972,71
dpkg,16.0,8.189737806993774,10.390409769642678,3
apt-get,22.0,4.830840471946813,10.025079718617928,4
systemd,152.0,0.6706568873959263,1.0330567023708348,30
kswapd0,158.0,0.5780638777262188,0.6103501254487174,31
apt,5.0,16.072092582868976,16.072092582868976,1
dpkg-deb,5.0,9.619532004293603,9.619532004293603,1
discern-network,54.0,0.7897511432033681,0.9660403056602467,10
apt-listchanges,5.0,3.494139108169133,3.494139108169133,1
mandb,6.0,2.023285907131742,2.023285907131742,1
sshd,6.0,0.7192729078188584,0.7192729078188584,1
