Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,144.0,36.33272574614659,71.96076457554962,32
discern-proc-so,152.0,2.7276115492201445,3.884124989808623,32
discern-network,152.0,0.9936442271479144,0.9988827342489303,32
kswapd0,160.0,0.8120401427782852,0.8153184154406224,32
jbd2/vda2-8,114.0,0.2297078667293176,0.23353788690945443,22
flooder,37.0,0.5166892633969923,0.654621597293525,7
systemd,13.0,0.6043572014034029,0.7005348820605322,3
