Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,54.0,31.076734839223022,31.368113627520305,13
discern-proc-so,58.0,2.485667465701883,5.131123954910151,13
kswapd0,58.0,0.7041772119180911,0.7097600249316417,13
systemd,58.0,0.37344397915326466,1.4373637587275019,12
jbd2/vda2-8,58.0,0.2749329427266543,0.27839788657799286,13
sshd,0.0,,0.8915674618660282,1
