Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,17.109375,17.23828125,11.44921875,3,11.0
discern-file-so,1481.6480208333332,1591.4921875,289.171875,17,75.0
discern-logs-so,1205.4296875,1205.4296875,16.37890625,17,79.0
discern-network,1898.2109375,1898.2109375,89.75390625,17,75.0
discern-proc-so,1205.92578125,1205.92578125,16.44140625,17,79.0
systemd-journal,57.265625,57.265625,17.015625,14,68.0
