Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,30.10054580479452,30.3671875,24.50390625,15,73.0
discern-file-so,1527.73828125,1527.73828125,308.7578125,15,73.0
discern-logs-so,1205.6796875,1205.6796875,18.5390625,11,51.0
discern-network,1898.2109375,1898.2109375,96.65234375,15,73.0
discern-proc-so,1205.904229525862,1205.92578125,15.1796875,12,58.0
systemd-journal,63.453125,63.453125,16.7734375,7,37.0
