Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,20848.0,66.1032593917657,66.51776034637187,3986
discern-file-so,21029.0,31.22105230277133,80.59122518705044,4011
discern-proc-so,21088.0,2.2041459116732276,6.816923487697777,4010
kswapd0,20687.0,0.6978329531122023,0.7494629545953976,3924
discern-network,19556.0,0.40573809166487584,1.3411379402843198,3698
jbd2/vda2-8,1680.0,0.9120350206727826,2.708563382947084,321
sshd,370.0,0.7953229155639252,4.256656010624954,71
discern-logs-so,131.0,0.3994949488900793,0.4008697280075037,26
python3,15.0,2.9504498020622085,3.0987406601975525,3
systemd,21.0,0.8525145523521216,0.8694421465417206,5
