# Overall Packet Count: 2506
# Overall Total Bytes: 514283
# Overall Average Packet Size (Bytes): 205.22
# Overall Capture Duration (Seconds): 62.000
# Overall Average Rate (Mbps): 0.066

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.2,1914,372724,21,0.14199009523809525,0.66456
172.30.0.11,192.168.254.2,494,132384,20,0.0529536,0.154448
172.30.0.1,172.30.0.11,74,7473,6,0.009964,0.02528
fe80::1270:fdff:fe57:e10,ff02::2,2,142,1,0.001136,0.001136
fe80::3037:bcff:fe76:4025,ff02::2,2,142,1,0.001136,0.001136
fe80::5475:8fff:fea4:10b7,ff02::2,2,142,2,0.000568,0.000576
fe80::64c7:4aff:fe48:2b3,ff02::2,2,142,1,0.001136,0.001136
fe80::68be:fcff:fe88:d6f7,ff02::2,2,142,1,0.001136,0.001136
fe80::9006:c7ff:fef3:ef9c,ff02::2,2,142,1,0.001136,0.001136
fe80::9852:68ff:fe21:b7d4,ff02::2,2,142,1,0.001136,0.001136
fe80::b8f6:64ff:fee1:edc5,ff02::2,2,142,1,0.001136,0.001136
fe80::c12:92ff:fed5:fd61,ff02::2,2,142,1,0.001136,0.001136
fe80::ec16:adff:fef2:e7a7,ff02::2,2,142,1,0.001136,0.001136
fe80::f8cf:7bff:fe62:c8b9,ff02::2,2,142,1,0.001136,0.001136
fe80::8482:b3ff:fe70:a0d0,ff02::2,1,70,1,0.00056,0.00056
fe80::e497:41ff:fef8:2ad8,ff02::2,1,70,1,0.00056,0.00056
