Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
python3,274.0,61.05628643056874,81.76387369342862,52
discern-file-so,366.0,33.26119809440814,56.45589208167566,71
pip3,37.0,59.63201860266222,68.4349028688856,7
discern-proc-so,366.0,2.454753040035824,2.940608788223881,71
jbd2/vda2-8,360.0,1.9697290934667024,2.5626144182281556,70
dpkg,17.0,11.110490311757344,14.294274655279908,3
apt-get,27.0,5.423472071422817,13.985933380297828,5
systemd,170.0,0.6952102156315829,1.0670712957380004,35
kswapd0,147.0,0.5987279574854358,0.6205445204935867,29
python3.9,5.0,11.29524192617041,11.29524192617041,1
apt,6.0,7.219241084859095,7.219241084859094,1
dpkg-deb,6.0,7.033051417218235,7.033051417218235,1
git,5.0,8.286682670608005,8.286682670608005,1
apt-listchanges,6.0,4.657976240026521,4.657976240026521,1
git-remote-http,5.0,4.793312724408582,4.793312724408582,1
discern-network,23.0,0.8503648041827541,0.8972528896939476,4
mandb,5.0,2.872662197161456,2.872662197161456,1
sshd,5.0,0.7816765286680717,0.7816765286680717,1
