Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,82.000,81.983,87.952,17
discern-proc-so,244.000,2.111,4.285,51
dockerd,256.000,0.516,0.560,51
jbd2/vda2-8,248.000,0.515,0.544,51
discern-network,256.000,0.424,0.438,50
systemd,41.000,0.905,2.631,8
kswapd0,100.000,0.315,0.321,19
discern-logs-so,35.000,0.304,0.308,8
OverallSystemRecord,183.000,3.810,8.332,37
