Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,36.94453125,38.0703125,30.1484375,39,195.0
discern-file-so,1544.6707223360656,1591.1796875,281.15234375,12,61.0
discern-network,1898.2109375,1898.2109375,115.7265625,51,260.0
dockerd,1350.86328125,1414.36328125,99.91015625,51,251.0
python3,125.5859375,125.5859375,109.19140625,102,481.0
