Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,20.23379197761194,21.7265625,15.19921875,53,268.0
discern-file-so,1477.193905101103,1527.36328125,290.0,27,136.0
discern-interfa,1507.26953125,1571.26953125,22.67578125,156,799.0
discern-logs-so,1205.4296875,1205.4296875,26.87109375,219,1115.0
discern-network,1873.4334641255605,1873.4375,94.43359375,219,1115.0
discern-proc-so,1206.0817109718155,1206.17578125,17.7578125,134,683.0
python3,660.9409228032179,992.58203125,347.30859375,158,808.0
systemd-journal,86.15786434766214,109.0703125,25.703125,129,663.0
