Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
discern-file-so,516.000,86.070,90.001,102
discern-proc-so,3583.000,2.617,2.821,717
discern-network,3634.000,1.065,1.111,718
discern-logs-so,3662.000,0.549,0.577,718
systemd-journal,3700.000,0.198,0.199,716
kswapd0,3201.000,0.172,0.177,614
systemd,27.000,0.964,2.121,5
OverallSystemRecord,3270.000,4.376,6.150,653
