IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,867,272766,33,0.06612509090909091,0.246056
192.168.254.2,192.168.254.2,555,165082,26,0.05079446153846154,0.193712
10.10.10.2,10.10.10.2,1317,149611,33,0.036269333333333334,0.10296
172.30.0.11,172.30.0.11,505,132066,28,0.037733142857142854,0.169824
172.30.0.1,172.30.0.1,43,4614,8,0.004614,0.008448
fe80::2c28:afff:fe38:20ea,fe80::2c28:afff:fe38:20ea,2,142,1,0.001136,0.001136
fe80::34b0:fdff:fea4:2226,fe80::34b0:fdff:fea4:2226,2,142,1,0.001136,0.001136
fe80::8012:48ff:fe17:57b2,fe80::8012:48ff:fe17:57b2,2,142,1,0.001136,0.001136
fe80::982c:aff:fe13:969,fe80::982c:aff:fe13:969,2,142,1,0.001136,0.001136
fe80::acad:60ff:fea8:5a65,fe80::acad:60ff:fea8:5a65,2,142,1,0.001136,0.001136
fe80::c8d3:a1ff:fe0b:7c7,fe80::c8d3:a1ff:fe0b:7c7,2,142,2,0.000568,0.000576
fe80::cc91:9eff:fe94:f0ad,fe80::cc91:9eff:fe94:f0ad,2,142,1,0.001136,0.001136
fe80::e8af:d6ff:fee2:8b51,fe80::e8af:d6ff:fee2:8b51,2,142,1,0.001136,0.001136
fe80::f00a:a3ff:feb4:271a,fe80::f00a:a3ff:feb4:271a,2,142,1,0.001136,0.001136
