Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
discern-file-so,1425.307771381579,1462.609375,269.60546875,12,57.0
discern-logs-so,1205.4296875,1205.4296875,22.90625,12,57.0
discern-network,1898.2734375,1898.2734375,89.6796875,12,57.0
discern-proc-so,1205.92578125,1205.92578125,15.75390625,10,47.0
python3,841.4140625,1112.78515625,47.3515625,2,10.0
systemd-journal,71.390625,71.390625,21.9765625,12,57.0
