Name,TimeWeightedAvgVmSizeMiB,MaxVmPeakMiB,MaxVmHwmMiB,DataPoints,PeakDuration
dbus-daemon,41.543925382653065,42.4375,35.6015625,31,147.0
discern-file-so,1457.2939248251748,1462.984375,278.20703125,31,143.0
discern-logs-so,1205.4296875,1205.4296875,16.61328125,20,101.0
discern-network,1841.5859375,1841.5859375,37.82421875,31,159.0
discern-proc-so,1205.92578125,1205.92578125,15.078125,12,67.0
systemd-journal,77.3046875,77.3046875,22.25390625,30,154.0
