Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,1661.0,66.17234951127219,72.30190970731348,316
discern-file-so,1704.0,32.46480958601517,85.51270488716669,324
discern-proc-so,1699.0,2.3149668808535084,3.3930938037059195,323
kswapd0,1712.0,0.7430412192697141,0.745576171614703,324
discern-network,1629.0,0.4793304386958798,0.482075009012674,308
python3,37.0,0.8034056297777004,1.359135594499457,7
sshd,50.0,0.5226408063834806,0.6105446699833428,9
jbd2/vda2-8,16.0,0.20509041484070853,0.2052619268614386,3
discern-logs-so,15.0,0.21220735273380084,0.212562481944601,4
systemd,9.0,0.28808394328928993,0.3875976608992794,2
